Código_Actividad,identificacion,Código_Actividad,Hora del Dia,Etiqueta Interacción,Etiqueta Actividad,Etiqueta Actividad Resumida,Preocupación,Prisa,Irritación,Depresión,Tensión,Calma,Disfrute,Lugar de actividad,Zona_Actividad,Total en minutos de la actividad,Hora actividad redondeada,A_gusto_en_la_Interacción,Minutos*Preoc,Minutos*Prisa,Minutos*Irritación,Minutos*Depresión,Minutos*Tensión,Minutos*Calma,Minutos*Disfrute,Minutos*AgustInter
Majo73005Maricel5,Majo73005Maricel,Majo73005Maricel5,Tarde,Estaba solo,Hizo tareas domésticas,"Tareas domésticas (comida, cuida a los hijos, mascotas)",2,2,2,2,2,8,2,Casa donde vive,7,60,14:00:00,,120,120,120,120,120,480,120,
Majo73005Maricel6,Majo73005Maricel,Majo73005Maricel6,Tarde,Con sus hijos jóvenes o nietos,Preparó comida,"Tareas domésticas (comida, cuida a los hijos, mascotas)",2,2,2,2,2,8,5,Casa donde vive,7,75,15:00:00,8,150,150,150,150,150,600,375,600
Majo73005Maricel7,Majo73005Maricel,Majo73005Maricel7,Tarde,Estaba solo,Viajó en coche/colectivo/moto,"Viajó a algún lado (coche, caminando, bicicleta)",2,2,2,2,2,7,7,"Viajó a algún lado (coche, caminando, bicicleta)",1,25,16:00:00,,50,50,50,50,50,175,175,
Majo73005Maricel8,Majo73005Maricel,Majo73005Maricel8,Tarde,Con sus hijos adultos,Cuidó a alguien,"Relaciones sociales (Charlar, cuidar, actividad religiosa, otras relaciones)",2,2,2,2,2,8,8,"Hospital, Clínica, Centro de Salud",1,60,16:00:00,9,120,120,120,120,120,480,480,540
Majo73005Maricel9,Majo73005Maricel,Majo73005Maricel9,Tarde,Estaba solo,Viajó en coche/colectivo/moto,"Viajó a algún lado (coche, caminando, bicicleta)",2,2,2,2,2,8,8,"Viajó a algún lado (coche, caminando, bicicleta)",7,25,17:00:00,,50,50,50,50,50,200,200,
Majo73005Maricel10,Majo73005Maricel,Majo73005Maricel10,Tarde,Con pareja e hijos,"Descansó (siesta,tomar mate, té o café)","Dedicación personal (comió, bañó, descansó)",2,2,2,2,2,8,8,Casa donde vive,7,120,18:00:00,9,240,240,240,240,240,960,960,1080
Majo73005Maricel11,Majo73005Maricel,Majo73005Maricel11,Noche,Estaba solo,Caminó a algún lado,"Viajó a algún lado (coche, caminando, bicicleta)",2,2,2,2,2,8,7,"Viajó a algún lado (coche, caminando, bicicleta)",7,5,19:00:00,,10,10,10,10,10,40,35,
Majo73005Maricel12,Majo73005Maricel,Majo73005Maricel12,Noche,Estaba solo,Fue de compras,Compras,2,2,2,2,2,8,7,"Supermercado, despensa, verdulería, carnicería, dietética",7,15,20:00:00,,30,30,30,30,30,120,105,
Majo73005Maricel13,Majo73005Maricel,Majo73005Maricel13,Noche,Estaba solo,Caminó a algún lado,"Viajó a algún lado (coche, caminando, bicicleta)",2,2,2,2,2,8,7,"Viajó a algún lado (coche, caminando, bicicleta)",7,5,20:00:00,,10,10,10,10,10,40,35,
Majo73005Maricel14,Majo73005Maricel,Majo73005Maricel14,Noche,Estaba solo,Entretetenimiento con la computadora,"Entretenimiento (radio, televisión, computadora, juego en casa)",2,2,2,2,2,8,8,Casa donde vive,7,35,20:00:00,,70,70,70,70,70,280,280,
Majo73005Maricel15,Majo73005Maricel,Majo73005Maricel15,Noche,Estaba solo,Preparó comida,"Tareas domésticas (comida, cuida a los hijos, mascotas)",2,2,2,2,2,8,8,Casa donde vive,7,60,21:00:00,,120,120,120,120,120,480,480,
Majo73005Maricel16,Majo73005Maricel,Majo73005Maricel16,Noche,Con pareja e hijos,Comió,"Dedicación personal (comió, bañó, descansó)",2,2,2,2,2,8,8,Casa donde vive,7,60,22:00:00,9,120,120,120,120,120,480,480,540
Majo73005Maricel17,Majo73005Maricel,Majo73005Maricel17,Noche,Con su pareja,Vió televisión,"Entretenimiento (radio, televisión, computadora, juego en casa)",2,2,2,2,2,8,9,Casa donde vive,7,120,23:00:00,8,240,240,240,240,240,960,1080,960
Majo81218Chiqui1,Majo81218Chiqui,Majo81218Chiqui1,Mañana,Con su pareja,Comió,"Dedicación personal (comió, bañó, descansó)",2,2,2,2,2,8,9,Casa donde vive,8,30,9:00:00,9,60,60,60,60,60,240,270,270
Majo81218Chiqui2,Majo81218Chiqui,Majo81218Chiqui2,Mañana,Con su pareja,Viajó en coche/colectivo/moto,"Viajó a algún lado (coche, caminando, bicicleta)",2,2,2,2,2,8,9,"Viajó a algún lado (coche, caminando, bicicleta)",8,15,9:00:00,9,30,30,30,30,30,120,135,135
Majo81218Chiqui3,Majo81218Chiqui,Majo81218Chiqui3,Mañana,Con su pareja,Fue de compras,Compras,2,2,2,2,2,8,10,Comercio de ropa u otro tipo de comercio de compras,8,60,10:00:00,9,120,120,120,120,120,480,600,540
Majo81218Chiqui4,Majo81218Chiqui,Majo81218Chiqui4,Mañana,Con su pareja,Viajó en coche/colectivo/moto,"Viajó a algún lado (coche, caminando, bicicleta)",2,2,2,2,2,8,10,"Viajó a algún lado (coche, caminando, bicicleta)",8,15,10:00:00,9,30,30,30,30,30,120,150,135
Majo81218Chiqui5,Majo81218Chiqui,Majo81218Chiqui5,Mañana,Con su pareja,Hizo tareas domésticas,"Tareas domésticas (comida, cuida a los hijos, mascotas)",2,2,2,2,2,8,9,Casa donde vive,8,90,11:00:00,9,180,180,180,180,180,720,810,810
Majo81218Chiqui6,Majo81218Chiqui,Majo81218Chiqui6,Tarde,Con su pareja,Preparó comida,"Tareas domésticas (comida, cuida a los hijos, mascotas)",2,2,2,2,2,8,10,Casa donde vive,8,30,12:00:00,9,60,60,60,60,60,240,300,270
Majo81218Chiqui7,Majo81218Chiqui,Majo81218Chiqui7,Tarde,Con su pareja,Comió,"Dedicación personal (comió, bañó, descansó)",2,2,2,2,2,9,9,Casa donde vive,8,60,13:00:00,9,120,120,120,120,120,540,540,540
Majo81218Chiqui8,Majo81218Chiqui,Majo81218Chiqui8,Tarde,Con su pareja,Hizo tareas domésticas,"Tareas domésticas (comida, cuida a los hijos, mascotas)",2,2,2,2,2,9,9,Casa donde vive,8,30,14:00:00,9,60,60,60,60,60,270,270,270
Majo81218Chiqui9,Majo81218Chiqui,Majo81218Chiqui9,Tarde,Con su pareja,Viajó en coche/colectivo/moto,"Viajó a algún lado (coche, caminando, bicicleta)",2,2,2,2,2,9,9,"Viajó a algún lado (coche, caminando, bicicleta)",11,20,14:00:00,9,40,40,40,40,40,180,180,180
Majo81218Chiqui10,Majo81218Chiqui,Majo81218Chiqui10,Tarde,Destinatario de nuestra actividad laboral (Cliente / paciente / alumno),Trámites,Trámites o Salud,9,2,2,2,2,8,9,Casa de cliente,11,60,15:00:00,8,540,120,120,120,120,480,540,480
Majo81218Chiqui11,Majo81218Chiqui,Majo81218Chiqui11,Tarde,Con su pareja,Viajó en coche/colectivo/moto,"Viajó a algún lado (coche, caminando, bicicleta)",2,2,2,2,2,8,9,"Viajó a algún lado (coche, caminando, bicicleta)",8,20,15:00:00,9,40,40,40,40,40,160,180,180
Majo81218Chiqui12,Majo81218Chiqui,Majo81218Chiqui12,Tarde,Con su pareja,"Descansó (siesta,tomar mate, té o café)","Dedicación personal (comió, bañó, descansó)",2,2,2,2,2,9,9,Casa donde vive,8,60,16:00:00,9,120,120,120,120,120,540,540,540
Majo81218Chiqui13,Majo81218Chiqui,Majo81218Chiqui13,Tarde,Con su pareja,Vió televisión,"Entretenimiento (radio, televisión, computadora, juego en casa)",2,2,2,2,2,8,9,Casa donde vive,8,180,18:00:00,9,360,360,360,360,360,1440,1620,1620
Majo81218Chiqui14,Majo81218Chiqui,Majo81218Chiqui14,Noche,Con su pareja,Preparó comida,"Tareas domésticas (comida, cuida a los hijos, mascotas)",2,2,2,2,2,8,9,Casa donde vive,8,40,20:00:00,9,80,80,80,80,80,320,360,360
Majo81218Chiqui15,Majo81218Chiqui,Majo81218Chiqui15,Noche,Con su pareja,Comió,"Dedicación personal (comió, bañó, descansó)",2,2,2,2,2,9,9,Casa donde vive,8,60,21:00:00,10,120,120,120,120,120,540,540,600
Majo81218Chiqui16,Majo81218Chiqui,Majo81218Chiqui16,Noche,Con su pareja,Hizo tareas domésticas,"Tareas domésticas (comida, cuida a los hijos, mascotas)",2,2,2,2,2,8,9,Casa donde vive,8,30,22:00:00,10,60,60,60,60,60,240,270,300
Majo81218Chiqui17,Majo81218Chiqui,Majo81218Chiqui17,Noche,Con su pareja,Vió televisión,"Entretenimiento (radio, televisión, computadora, juego en casa)",2,2,2,2,2,10,10,Casa donde vive,8,240,0:00:00,9,480,480,480,480,480,2400,2400,2160
Majo81218Emi1,Majo81218Emi,Majo81218Emi1,Mañana,Estaba solo,Comió,"Dedicación personal (comió, bañó, descansó)",2,2,2,2,4,7,8,Casa donde vive,8,30,10:00:00,,60,60,60,60,120,210,240,
Majo81218Emi2,Majo81218Emi,Majo81218Emi2,Mañana,Estaba solo,Viajó en coche/colectivo/moto,"Viajó a algún lado (coche, caminando, bicicleta)",2,3,2,2,2,9,9,"Viajó a algún lado (coche, caminando, bicicleta)",8,15,10:00:00,,30,45,30,30,30,135,135,
Majo81218Emi3,Majo81218Emi,Majo81218Emi3,Mañana,Con compañeros de trabajo / escuela / club,Trámites,Trámites o Salud,2,2,2,2,5,8,4,Locales de pago de servicios públicos u otros servicios en general,8,15,10:00:00,4,30,30,30,30,75,120,60,60
Majo81218Emi4,Majo81218Emi,Majo81218Emi4,Mañana,"Personal de servicios, responsables de nuestra actividad, extraños ",Viajó en coche/colectivo/moto,"Viajó a algún lado (coche, caminando, bicicleta)",2,2,2,2,2,8,5,"Viajó a algún lado (coche, caminando, bicicleta)",12,20,11:00:00,9,40,40,40,40,40,160,100,180
Majo81218Emi5,Majo81218Emi,Majo81218Emi5,Mañana,Estaba solo,Caminó a algún lado,"Viajó a algún lado (coche, caminando, bicicleta)",2,5,2,2,2,4,7,"Viajó a algún lado (coche, caminando, bicicleta)",12,15,11:00:00,,30,75,30,30,30,60,105,
Majo81218Emi6,Majo81218Emi,Majo81218Emi6,Mañana,"Personal de servicios, responsables de nuestra actividad, extraños ",Trámites,Trámites o Salud,8,7,2,4,2,6,5,"Bancos, u otra entidad financiera ",12,25,11:00:00,,200,175,50,100,50,150,125,
Majo81218Emi7,Majo81218Emi,Majo81218Emi7,Mañana,Estaba solo,Caminó a algún lado,"Viajó a algún lado (coche, caminando, bicicleta)",2,2,2,2,2,4,7,"Viajó a algún lado (coche, caminando, bicicleta)",12,15,12:00:00,,30,30,30,30,30,60,105,
Majo81218Emi8,Majo81218Emi,Majo81218Emi8,Mañana,Estaba solo,Viajó en coche/colectivo/moto,"Viajó a algún lado (coche, caminando, bicicleta)",3,4,2,2,2,4,8,"Viajó a algún lado (coche, caminando, bicicleta)",8,20,12:00:00,,60,80,40,40,40,80,160,
Majo81218Emi9,Majo81218Emi,Majo81218Emi9,Tarde,Con su pareja,Comió,"Dedicación personal (comió, bañó, descansó)",3,2,2,2,4,8,8,Casa donde vive,8,50,12:00:00,9,150,100,100,100,200,400,400,450
Majo81218Emi10,Majo81218Emi,Majo81218Emi10,Tarde,Con su pareja,Vió televisión,"Entretenimiento (radio, televisión, computadora, juego en casa)",3,3,2,2,2,9,8,Casa donde vive,8,240,15:00:00,9,720,720,480,480,480,2160,1920,2160
Majo81218Emi11,Majo81218Emi,Majo81218Emi11,Tarde,Estaba solo,Viajó en coche/colectivo/moto,"Viajó a algún lado (coche, caminando, bicicleta)",4,4,2,2,2,8,7,"Viajó a algún lado (coche, caminando, bicicleta)",15,15,17:00:00,,60,60,30,30,30,120,105,
Majo81218Emi12,Majo81218Emi,Majo81218Emi12,Tarde,Estaba solo,Fue de compras,Compras,5,5,2,2,2,8,8,"Supermercado, despensa, verdulería, carnicería, dietética",15,60,18:00:00,,300,300,120,120,120,480,480,
Majo81218Emi13,Majo81218Emi,Majo81218Emi13,Noche,Estaba solo,Viajó en coche/colectivo/moto,"Viajó a algún lado (coche, caminando, bicicleta)",4,4,2,2,2,7,7,"Viajó a algún lado (coche, caminando, bicicleta)",8,15,18:00:00,,60,60,30,30,30,105,105,
Majo81218Emi14,Majo81218Emi,Majo81218Emi14,Noche,Estaba solo,Se baño o arregló,"Dedicación personal (comió, bañó, descansó)",2,2,2,2,2,9,9,Casa donde vive,8,60,19:00:00,,120,120,120,120,120,540,540,
Majo81218Emi15,Majo81218Emi,Majo81218Emi15,Noche,Estaba solo,Hizo tareas domésticas,"Tareas domésticas (comida, cuida a los hijos, mascotas)",5,7,3,2,2,5,9,Casa donde vive,8,120,20:00:00,,600,840,360,240,240,600,1080,
Majo81218Emi16,Majo81218Emi,Majo81218Emi16,Noche,Con su pareja,Comió,"Dedicación personal (comió, bañó, descansó)",2,7,2,2,2,9,9,Casa donde vive,8,60,22:00:00,9,120,420,120,120,120,540,540,540
Majo81218Emi17,Majo81218Emi,Majo81218Emi17,Noche,Con su pareja,Vió televisión,"Entretenimiento (radio, televisión, computadora, juego en casa)",2,2,2,2,5,9,9,Casa donde vive,8,240,0:00:00,9,480,480,480,480,1200,2160,2160,2160
Majo81218Emi18,Majo81218Emi,Majo81218Emi18,Noche,Con su pareja,"Descansó (siesta,tomar mate, té o café)","Dedicación personal (comió, bañó, descansó)",2,2,2,2,2,9,9,Casa donde vive,8,50,0:00:00,10,100,100,100,100,100,450,450,500
Majo9115Fabiana1,Majo9115Fabiana,Majo9115Fabiana1,Mañana,Estaba solo,Comió,"Dedicación personal (comió, bañó, descansó)",4,7,2,2,6,8,8,Casa donde vive,9,10,5:00:00,,40,70,20,20,60,80,80,
Majo9115Fabiana2,Majo9115Fabiana,Majo9115Fabiana2,Mañana,Estaba solo,Se baño o arregló,"Dedicación personal (comió, bañó, descansó)",2,5,2,2,6,5,7,Casa donde vive,9,20,5:00:00,,40,100,40,40,120,100,140,
Majo9115Fabiana3,Majo9115Fabiana,Majo9115Fabiana3,Mañana,Estaba solo,Hizo tareas domésticas,"Tareas domésticas (comida, cuida a los hijos, mascotas)",5,7,4,2,5,8,2,Casa donde vive,9,20,6:00:00,,100,140,80,40,100,160,40,
Majo9115Fabiana4,Majo9115Fabiana,Majo9115Fabiana4,Mañana,Estaba solo,Viajó en coche/colectivo/moto,"Viajó a algún lado (coche, caminando, bicicleta)",4,6,2,2,5,8,4,"Viajó a algún lado (coche, caminando, bicicleta)",10,10,6:00:00,,40,60,20,20,50,80,40,
Majo9115Fabiana5,Majo9115Fabiana,Majo9115Fabiana5,Mañana,Estaba solo,Viajó en coche/colectivo/moto,"Viajó a algún lado (coche, caminando, bicicleta)",2,4,2,2,6,5,9,"Viajó a algún lado (coche, caminando, bicicleta)",fz,20,6:00:00,,40,80,40,40,120,100,180,
Majo9115Fabiana6,Majo9115Fabiana,Majo9115Fabiana6,Mañana,Destinatario de nuestra actividad laboral (Cliente / paciente / alumno),Trabajó,Trabajó,5,2,2,2,6,7,10,Lugar de trabajo,fz,8,6:00:00,9,40,16,16,16,48,56,80,72
Majo9115Fabiana7,Majo9115Fabiana,Majo9115Fabiana7,Tarde,Estaba solo,Viajó en coche/colectivo/moto,"Viajó a algún lado (coche, caminando, bicicleta)",4,6,2,2,7,5,10,"Viajó a algún lado (coche, caminando, bicicleta)",9,20,7:00:00,,80,120,40,40,140,100,200,
Majo9115Fabiana8,Majo9115Fabiana,Majo9115Fabiana8,Tarde,Estaba solo,Comió,"Dedicación personal (comió, bañó, descansó)",2,5,2,2,7,5,8,Casa donde vive,9,30,7:00:00,,60,150,60,60,210,150,240,
Majo9115Fabiana9,Majo9115Fabiana,Majo9115Fabiana9,Tarde,Estaba solo,Viajó en coche/colectivo/moto,"Viajó a algún lado (coche, caminando, bicicleta)",4,7,3,2,5,6,5,"Viajó a algún lado (coche, caminando, bicicleta)",10,10,7:00:00,,40,70,30,20,50,60,50,
Majo9115Fabiana10,Majo9115Fabiana,Majo9115Fabiana10,Tarde,Con pareja e hijos,Trabajó,Trabajó,5,5,2,2,5,5,8,Casa de cliente,10,240,9:00:00,10,1200,1200,480,480,1200,1200,1920,2400
Majo9115Fabiana11,Majo9115Fabiana,Majo9115Fabiana11,Noche,Estaba solo,Viajó en coche/colectivo/moto,"Viajó a algún lado (coche, caminando, bicicleta)",2,7,2,2,9,3,9,"Viajó a algún lado (coche, caminando, bicicleta)",9,15,12:00:00,,30,105,30,30,135,45,135,
Majo9115Fabiana12,Majo9115Fabiana,Majo9115Fabiana12,Noche,Estaba solo,Preparó comida,"Tareas domésticas (comida, cuida a los hijos, mascotas)",5,6,2,2,2,7,7,Casa donde vive,9,30,12:00:00,,150,180,60,60,60,210,210,
Majo9115Fabiana13,Majo9115Fabiana,Majo9115Fabiana13,Noche,Estaba solo,Comió,"Dedicación personal (comió, bañó, descansó)",2,5,2,2,5,8,9,Casa donde vive,9,30,12:00:00,,60,150,60,60,150,240,270,
Majo9115Fabiana14,Majo9115Fabiana,Majo9115Fabiana14,Noche,Estaba solo,Hizo tareas domésticas,"Tareas domésticas (comida, cuida a los hijos, mascotas)",2,2,2,2,5,6,5,Casa donde vive,9,90,13:00:00,,180,180,180,180,450,540,450,
Majo91214Liliana1,Majo91214Liliana,Majo91214Liliana1,Mañana,Estaba solo,Comió,"Dedicación personal (comió, bañó, descansó)",2,2,7,2,2,8,9,Casa donde vive,9,60,10:00:00,,120,120,420,120,120,480,540,
Majo91214Liliana2,Majo91214Liliana,Majo91214Liliana2,Mañana,Estaba solo,Hizo tareas domésticas,"Tareas domésticas (comida, cuida a los hijos, mascotas)",2,2,2,2,2,7,7,Casa donde vive,9,90,11:00:00,,180,180,180,180,180,630,630,
Majo91214Liliana3,Majo91214Liliana,Majo91214Liliana3,Tarde,Con sus hijos adultos,Preparó comida,"Tareas domésticas (comida, cuida a los hijos, mascotas)",2,2,2,2,2,8,9,Casa donde vive,9,60,12:00:00,9,120,120,120,120,120,480,540,540
Majo91214Liliana4,Majo91214Liliana,Majo91214Liliana4,Tarde,Con sus hijos adultos,Comió,"Dedicación personal (comió, bañó, descansó)",2,2,2,2,2,7,8,Casa donde vive,9,60,13:00:00,9,120,120,120,120,120,420,480,540
Majo91214Liliana5,Majo91214Liliana,Majo91214Liliana5,Tarde,Con sus hijos adultos,Hizo tareas domésticas,"Tareas domésticas (comida, cuida a los hijos, mascotas)",2,3,2,2,2,8,6,Casa donde vive,9,60,14:00:00,,120,180,120,120,120,480,360,
Majo91214Liliana6,Majo91214Liliana,Majo91214Liliana6,Tarde,Con sus hijos adultos,Trabajó,Trabajó,2,2,2,2,2,7,8,Casa donde vive,9,180,16:00:00,9,360,360,360,360,360,1260,1440,1620
Majo91214Liliana7,Majo91214Liliana,Majo91214Liliana7,Noche,Con amigos,"Descansó (siesta,tomar mate, té o café)","Dedicación personal (comió, bañó, descansó)",2,2,2,2,2,8,9,Casa donde vive,9,60,18:00:00,9,120,120,120,120,120,480,540,540
Majo91214Liliana8,Majo91214Liliana,Majo91214Liliana8,Noche,Con sus hijos adultos,Viajó en coche/colectivo/moto,"Viajó a algún lado (coche, caminando, bicicleta)",2,2,2,2,2,8,8,"Viajó a algún lado (coche, caminando, bicicleta)",10,10,19:00:00,9,20,20,20,20,20,80,80,90
Majo91214Liliana9,Majo91214Liliana,Majo91214Liliana9,Noche,Con sus hijos adultos,Fue de compras,Compras,2,2,2,2,2,8,8,"Supermercado, despensa, verdulería, carnicería, dietética",10,50,20:00:00,9,100,100,100,100,100,400,400,450
Majo91214Liliana10,Majo91214Liliana,Majo91214Liliana10,Noche,Con sus hijos adultos,Viajó en coche/colectivo/moto,"Viajó a algún lado (coche, caminando, bicicleta)",2,2,2,2,2,7,8,"Viajó a algún lado (coche, caminando, bicicleta)",9,10,20:00:00,9,20,20,20,20,20,70,80,90
Majo91214Liliana11,Majo91214Liliana,Majo91214Liliana11,Noche,Estaba solo,Preparó comida,"Tareas domésticas (comida, cuida a los hijos, mascotas)",2,2,2,2,2,7,9,Casa donde vive,9,60,21:00:00,,120,120,120,120,120,420,540,
Majo91214Liliana12,Majo91214Liliana,Majo91214Liliana12,Noche,Con sus hijos adultos,Comió,"Dedicación personal (comió, bañó, descansó)",2,2,2,2,2,8,8,Casa donde vive,9,60,22:00:00,9,120,120,120,120,120,480,480,540
Majo91214Liliana13,Majo91214Liliana,Majo91214Liliana13,Noche,Con sus hijos adultos,Hizo tareas domésticas,"Tareas domésticas (comida, cuida a los hijos, mascotas)",2,3,2,2,2,8,7,Casa donde vive,9,30,22:00:00,8,60,90,60,60,60,240,210,240
Majo91214Liliana14,Majo91214Liliana,Majo91214Liliana14,Noche,Estaba solo,Vió televisión,"Entretenimiento (radio, televisión, computadora, juego en casa)",2,2,2,2,2,8,9,Casa donde vive,9,240,0:00:00,,480,480,480,480,480,1920,2160,
Paola10104graciela1,Paola10104graciela,Paola10104graciela1,Mañana,Con sus hijos adultos,Se baño o arregló,"Dedicación personal (comió, bañó, descansó)",1,7,1,1,1,7,7,Casa donde vive,10,30,8:00:00,10,30,210,30,30,30,210,210,300
Paola10104graciela2,Paola10104graciela,Paola10104graciela2,Mañana,Con sus hijos adultos,Comió,"Dedicación personal (comió, bañó, descansó)",1,7,1,1,1,7,9,Casa donde vive,10,60,9:00:00,10,60,420,60,60,60,420,540,600
Paola10104graciela3,Paola10104graciela,Paola10104graciela3,Mañana,Estaba solo,Caminó a algún lado,"Viajó a algún lado (coche, caminando, bicicleta)",1,1,1,1,1,7,8,"Viajó a algún lado (coche, caminando, bicicleta)",10,5,10:00:00,,5,5,5,5,5,35,40,
Paola10104graciela4,Paola10104graciela,Paola10104graciela4,Mañana,Con otros familiares,Cuidó a alguien,"Relaciones sociales (Charlar, cuidar, actividad religiosa, otras relaciones)",1,1,1,1,1,8,9,Casa de los padres,10,90,10:00:00,10,90,90,90,90,90,720,810,900
Paola10104graciela5,Paola10104graciela,Paola10104graciela5,Mañana,Estaba solo,Caminó a algún lado,"Viajó a algún lado (coche, caminando, bicicleta)",1,4,1,1,1,8,8,"Viajó a algún lado (coche, caminando, bicicleta)",10,5,11:00:00,,5,20,5,5,5,40,40,
Paola10104graciela6,Paola10104graciela,Paola10104graciela6,Mañana,Con sus hijos jóvenes o nietos,Cuidó a los niños,"Tareas domésticas (comida, cuida a los hijos, mascotas)",1,4,1,1,1,7,10,Casa donde vive,10,60,12:00:00,10,60,240,60,60,60,420,600,600
Paola10104graciela7,Paola10104graciela,Paola10104graciela7,Tarde,Con sus hijos jóvenes o nietos,Preparó comida,"Tareas domésticas (comida, cuida a los hijos, mascotas)",1,5,1,1,1,8,8,Casa donde vive,10,30,12:00:00,10,30,150,30,30,30,240,240,300
Paola10104graciela8,Paola10104graciela,Paola10104graciela8,Tarde,Con su pareja,Comió,"Dedicación personal (comió, bañó, descansó)",1,1,1,1,1,9,9,Casa donde vive,10,20,13:00:00,9,20,20,20,20,20,180,180,180
Paola10104graciela9,Paola10104graciela,Paola10104graciela9,Tarde,Con su pareja,Hizo tareas domésticas,"Tareas domésticas (comida, cuida a los hijos, mascotas)",1,3,1,1,1,8,8,Casa donde vive,10,60,13:00:00,9,60,180,60,60,60,480,480,540
Paola10104graciela10,Paola10104graciela,Paola10104graciela10,Tarde,Estaba solo,Viajó en coche/colectivo/moto,"Viajó a algún lado (coche, caminando, bicicleta)",1,3,1,1,1,8,8,"Viajó a algún lado (coche, caminando, bicicleta)",13,10,14:00:00,,10,30,10,10,10,80,80,
Paola10104graciela11,Paola10104graciela,Paola10104graciela11,Tarde,Con compañeros de trabajo / escuela / club,Hizo ejercicio o dio paseo,Hizo ejercicio o dio paseo,1,1,1,1,1,9,10,Clubes deportivos,13,60,15:00:00,9,60,60,60,60,60,540,600,540
Paola10104graciela12,Paola10104graciela,Paola10104graciela12,Tarde,Estaba solo,Viajó en coche/colectivo/moto,"Viajó a algún lado (coche, caminando, bicicleta)",1,1,1,1,1,9,9,"Viajó a algún lado (coche, caminando, bicicleta)",10,10,15:00:00,,10,10,10,10,10,90,90,
Paola10104graciela13,Paola10104graciela,Paola10104graciela13,Tarde,Estaba solo,Se baño o arregló,"Dedicación personal (comió, bañó, descansó)",1,1,1,1,1,9,10,Casa donde vive,10,15,15:00:00,,15,15,15,15,15,135,150,
